,StudentId,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
833,496210,female,group B,associate's degree,free/reduced,completed,married,sometimes,yes,3.0,private,5 - 10,68,67,72
834,373637,female,group A,some high school,standard,completed,divorced,sometimes,no,1.0,school_bus,> 10,66,76,78
835,120655,male,group C,bachelor's degree,free/reduced,none,married,sometimes,no,1.0,school_bus,< 5,59,53,52
836,967972,male,group A,some college,standard,none,married,sometimes,yes,3.0,,5 - 10,77,68,69
837,671045,female,group D,associate's degree,free/reduced,completed,single,regularly,no,1.0,school_bus,< 5,60,75,80
838,679181,female,group E,associate's degree,free/reduced,none,married,sometimes,no,4.0,private,5 - 10,71,73,72
839,943450,male,group C,some college,free/reduced,completed,married,regularly,yes,0.0,school_bus,5 - 10,58,54,55
840,561427,female,group C,some college,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,58,63,58
841,371923,female,group B,some college,standard,completed,divorced,sometimes,yes,2.0,private,> 10,69,80,79
842,744965,male,group C,some high school,free/reduced,none,married,sometimes,yes,3.0,school_bus,5 - 10,59,58,52
843,216339,male,group C,associate's degree,standard,none,married,sometimes,yes,4.0,,< 5,89,93,79
844,123132,female,group B,high school,standard,none,married,sometimes,yes,2.0,private,5 - 10,71,77,82
845,832722,male,group C,associate's degree,standard,none,divorced,sometimes,yes,0.0,private,5 - 10,83,73,74
847,191392,male,group A,associate's degree,free/reduced,none,married,sometimes,yes,1.0,school_bus,5 - 10,65,57,53
848,387639,female,group B,bachelor's degree,standard,completed,widowed,sometimes,yes,1.0,school_bus,> 10,74,82,88
849,233748,female,group D,some college,standard,completed,married,sometimes,no,1.0,private,5 - 10,76,76,82
850,911132,male,group C,associate's degree,standard,none,single,regularly,yes,0.0,school_bus,5 - 10,85,74,70
851,840424,female,group D,some high school,standard,none,single,sometimes,yes,2.0,school_bus,> 10,53,53,58
852,202752,male,group A,high school,free/reduced,none,divorced,never,yes,2.0,school_bus,,42,46,40
853,499387,female,group E,some college,standard,none,married,regularly,yes,1.0,private,5 - 10,99,93,94
854,590238,female,group B,,standard,completed,single,,yes,2.0,private,5 - 10,65,75,74
855,561442,female,group D,bachelor's degree,standard,completed,divorced,sometimes,yes,2.0,private,5 - 10,78,92,93
856,299228,male,group C,associate's degree,standard,completed,married,regularly,no,2.0,private,5 - 10,71,62,70
858,925574,female,group B,some college,free/reduced,none,single,regularly,yes,1.0,private,5 - 10,43,65,56
859,664472,female,group D,associate's degree,free/reduced,none,divorced,sometimes,yes,,school_bus,5 - 10,64,84,83
860,386811,female,group C,some high school,standard,completed,divorced,never,yes,,private,< 5,75,77,83
861,484625,female,group E,some college,standard,none,divorced,never,no,1.0,,< 5,79,83,85
862,521951,female,group E,bachelor's degree,standard,none,married,never,yes,0.0,private,5 - 10,61,77,77
863,610945,female,group D,associate's degree,standard,none,divorced,sometimes,yes,2.0,school_bus,5 - 10,58,72,74
864,584071,female,group D,some high school,standard,none,married,never,yes,2.0,school_bus,> 10,68,73,71
865,997013,male,group C,some college,standard,completed,married,regularly,yes,2.0,school_bus,5 - 10,84,91,93
866,546946,female,group D,high school,free/reduced,,married,sometimes,yes,2.0,school_bus,< 5,46,57,54
867,670901,male,group C,associate's degree,standard,none,single,sometimes,yes,0.0,private,< 5,86,77,78
868,608164,male,,some college,standard,none,divorced,sometimes,yes,3.0,school_bus,5 - 10,74,63,61
869,969263,male,group C,,standard,completed,single,sometimes,yes,2.0,school_bus,< 5,59,64,63
870,324499,female,group C,associate's degree,standard,none,married,regularly,yes,6.0,school_bus,5 - 10,63,71,75
871,137475,female,group C,associate's degree,free/reduced,none,divorced,sometimes,,,school_bus,< 5,42,41,44
872,260368,male,group D,some high school,standard,completed,married,sometimes,yes,0.0,,5 - 10,91,85,84
873,636771,female,group D,some high school,standard,completed,married,regularly,yes,0.0,private,5 - 10,36,53,54
874,760282,female,group B,some high school,free/reduced,none,married,sometimes,,6.0,,< 5,34,55,45
875,405699,male,group D,,free/reduced,none,single,regularly,yes,1.0,,< 5,81,81,80
876,582622,male,group C,associate's degree,free/reduced,completed,married,sometimes,yes,2.0,school_bus,5 - 10,46,59,55
878,994160,male,group D,high school,standard,none,married,never,yes,3.0,school_bus,< 5,57,55,56
879,446259,male,group E,bachelor's degree,free/reduced,none,married,regularly,yes,0.0,school_bus,> 10,90,83,81
880,206165,male,group C,some college,standard,completed,married,,yes,2.0,private,5 - 10,90,90,86
881,652871,male,group C,some college,free/reduced,none,married,sometimes,no,2.0,school_bus,5 - 10,56,50,42
882,581699,male,group A,some college,standard,completed,single,,yes,0.0,school_bus,5 - 10,77,64,75
883,217734,female,group D,high school,standard,none,single,sometimes,yes,1.0,school_bus,> 10,70,82,76
886,536621,female,group C,,standard,none,married,sometimes,yes,3.0,private,< 5,41,34,41
887,855507,female,group D,some college,standard,none,divorced,sometimes,no,1.0,school_bus,< 5,74,87,80
888,514345,female,group D,some high school,free/reduced,completed,married,sometimes,no,,private,> 10,41,52,60
889,549072,female,group C,bachelor's degree,standard,none,single,sometimes,yes,5.0,private,> 10,45,47,56
891,102508,male,group A,high school,standard,none,married,sometimes,no,2.0,private,> 10,72,65,63
892,494479,female,group C,some college,standard,none,married,sometimes,yes,3.0,private,5 - 10,67,77,79
893,767642,male,group D,bachelor's degree,standard,none,single,regularly,no,3.0,school_bus,< 5,83,75,76
894,837337,female,group B,bachelor's degree,standard,none,,sometimes,yes,1.0,school_bus,5 - 10,74,87,84
895,559341,male,,some high school,free/reduced,completed,divorced,never,yes,1.0,school_bus,< 5,36,54,44
896,565720,female,group C,bachelor's degree,free/reduced,completed,married,sometimes,yes,2.0,,< 5,54,65,71
897,883061,female,group C,associate's degree,standard,completed,single,regularly,yes,1.0,private,5 - 10,79,84,88
898,696623,female,group B,,free/reduced,completed,single,sometimes,yes,0.0,school_bus,< 5,79,84,88
899,818435,female,group D,some college,standard,none,single,sometimes,yes,0.0,school_bus,< 5,61,68,73
900,207239,female,group B,associate's degree,standard,none,divorced,regularly,yes,1.0,,,90,96,89
901,771837,male,group C,some high school,standard,none,single,sometimes,,1.0,school_bus,> 10,58,53,44
902,103196,male,group B,,standard,completed,married,sometimes,no,5.0,school_bus,< 5,52,50,49
903,548700,male,group E,some college,free/reduced,none,married,regularly,yes,3.0,school_bus,5 - 10,84,76,78
904,671115,female,group E,master's degree,free/reduced,completed,married,regularly,yes,4.0,school_bus,5 - 10,59,73,73
905,755525,female,group D,high school,standard,,married,regularly,no,1.0,school_bus,5 - 10,76,79,87
906,495873,male,,high school,standard,completed,divorced,regularly,yes,3.0,private,5 - 10,83,83,79
907,562947,male,group B,associate's degree,standard,none,single,sometimes,yes,2.0,school_bus,5 - 10,73,55,58
908,601176,female,group A,associate's degree,standard,none,married,regularly,yes,1.0,,5 - 10,64,73,72
909,891094,male,group A,high school,standard,,married,sometimes,yes,2.0,private,5 - 10,60,53,49
910,707291,male,group B,master's degree,standard,none,divorced,sometimes,yes,1.0,,,69,70,62
911,586101,male,group D,some college,standard,none,divorced,regularly,yes,3.0,school_bus,5 - 10,76,74,70
912,941068,female,group C,some college,standard,none,single,regularly,yes,1.0,private,< 5,71,72,75
913,467939,male,group B,,free/reduced,completed,married,sometimes,yes,3.0,,5 - 10,44,49,49
914,714537,male,group E,high school,standard,none,married,sometimes,yes,4.0,private,< 5,61,51,48
915,627740,female,group C,associate's degree,free/reduced,none,single,sometimes,yes,1.0,school_bus,5 - 10,62,82,76
916,165484,male,group C,high school,standard,none,married,regularly,yes,1.0,private,5 - 10,62,60,58
917,766931,male,group C,some college,standard,none,married,sometimes,yes,0.0,private,5 - 10,72,79,72
920,408254,female,group D,bachelor's degree,free/reduced,none,single,sometimes,yes,0.0,school_bus,> 10,77,90,93
921,808515,female,group C,some high school,standard,completed,married,sometimes,no,1.0,private,< 5,62,80,74
922,746878,male,group B,master's degree,standard,none,married,sometimes,yes,0.0,private,5 - 10,74,79,69
923,567209,male,group D,associate's degree,free/reduced,none,single,sometimes,yes,,private,5 - 10,40,41,40
924,118790,female,group D,some high school,standard,none,married,sometimes,no,4.0,school_bus,> 10,69,76,74
925,224903,male,group D,high school,standard,none,married,sometimes,yes,2.0,school_bus,> 10,70,61,59
926,244594,male,,some high school,standard,completed,married,sometimes,yes,2.0,school_bus,5 - 10,58,45,44
927,483587,female,group D,,standard,none,married,regularly,no,3.0,private,> 10,88,84,93
929,747535,male,group E,bachelor's degree,standard,completed,married,sometimes,yes,2.0,school_bus,< 5,93,83,86
930,389608,female,group D,some high school,standard,none,married,regularly,yes,2.0,school_bus,< 5,70,78,74
931,703069,male,group B,high school,free/reduced,completed,divorced,never,yes,4.0,,5 - 10,50,62,58
932,453020,male,group C,master's degree,free/reduced,none,widowed,sometimes,,1.0,school_bus,5 - 10,55,62,54
933,945075,male,group C,some high school,free/reduced,completed,married,regularly,yes,4.0,school_bus,,71,74,64
935,425381,female,group A,some college,standard,completed,divorced,sometimes,yes,1.0,private,< 5,51,58,64
936,663651,female,group B,master's degree,standard,none,single,never,yes,0.0,private,5 - 10,66,86,86
937,166019,male,group C,some college,standard,none,married,regularly,no,1.0,school_bus,5 - 10,85,83,70
939,619676,female,group B,some high school,standard,none,,sometimes,no,3.0,school_bus,5 - 10,63,78,72
940,147534,female,group D,some college,free/reduced,completed,married,regularly,yes,2.0,private,> 10,63,77,79
941,741563,female,group B,master's degree,free/reduced,completed,divorced,regularly,yes,1.0,private,> 10,62,84,80
942,754705,male,group C,master's degree,standard,none,divorced,never,no,1.0,private,5 - 10,85,70,71
944,131593,female,group C,high school,free/reduced,completed,single,regularly,yes,1.0,school_bus,5 - 10,83,89,86
945,849950,male,group B,associate's degree,free/reduced,none,single,sometimes,no,7.0,,5 - 10,46,60,46
946,387012,male,group D,some high school,standard,none,married,sometimes,no,7.0,school_bus,5 - 10,68,61,58
947,459081,male,group D,high school,standard,none,married,regularly,yes,0.0,school_bus,> 10,60,62,57
948,997196,female,group C,some high school,standard,completed,married,never,yes,4.0,school_bus,5 - 10,64,80,80
949,106454,male,,master's degree,free/reduced,completed,divorced,sometimes,yes,1.0,private,5 - 10,67,71,72
950,655230,male,group A,master's degree,standard,none,married,sometimes,yes,0.0,,5 - 10,57,62,59
952,674701,male,group C,high school,free/reduced,none,single,never,yes,2.0,school_bus,> 10,56,56,51
953,142617,female,group E,associate's degree,standard,completed,divorced,sometimes,no,1.0,school_bus,5 - 10,77,76,74
954,273808,male,group D,some high school,free/reduced,none,married,regularly,yes,1.0,private,5 - 10,72,77,70
955,696559,male,group E,associate's degree,standard,none,married,sometimes,yes,5.0,school_bus,5 - 10,100,100,94
956,335207,female,group E,associate's degree,standard,none,,sometimes,yes,1.0,private,< 5,64,87,79
957,667476,female,group C,high school,standard,none,divorced,regularly,yes,3.0,private,5 - 10,66,77,71
958,978478,male,group D,associate's degree,free/reduced,none,married,sometimes,yes,,school_bus,5 - 10,75,83,77
959,475582,male,group C,high school,free/reduced,none,married,regularly,yes,4.0,school_bus,< 5,45,57,49
960,921817,female,group A,some college,free/reduced,completed,divorced,sometimes,no,2.0,school_bus,5 - 10,40,47,43
961,986649,male,group C,some high school,standard,completed,single,regularly,no,2.0,school_bus,5 - 10,88,80,76
962,722900,female,group B,bachelor's degree,standard,completed,divorced,regularly,no,3.0,school_bus,5 - 10,67,83,80
963,495645,female,group D,bachelor's degree,free/reduced,completed,married,regularly,yes,2.0,school_bus,5 - 10,73,93,91
964,375085,female,group E,high school,standard,none,single,never,yes,1.0,school_bus,< 5,67,72,72
965,795860,female,group D,bachelor's degree,standard,completed,married,never,yes,4.0,,< 5,85,94,95
966,910052,female,group A,high school,free/reduced,none,divorced,sometimes,yes,1.0,school_bus,5 - 10,47,64,52
967,696082,male,group D,bachelor's degree,standard,completed,married,never,yes,2.0,school_bus,> 10,87,81,79
968,605879,male,group C,master's degree,free/reduced,none,married,regularly,yes,1.0,private,5 - 10,58,59,51
969,101047,female,group D,high school,free/reduced,none,divorced,regularly,yes,0.0,school_bus,< 5,45,53,52
970,409550,female,group A,some high school,standard,none,married,sometimes,no,4.0,,5 - 10,58,67,63
971,321226,female,,associate's degree,free/reduced,none,married,regularly,no,1.0,school_bus,5 - 10,71,87,87
972,829594,male,group D,some high school,free/reduced,none,married,never,no,3.0,,> 10,70,72,69
973,318119,male,group C,some college,free/reduced,completed,married,sometimes,yes,,school_bus,< 5,60,60,59
974,438456,female,group B,some high school,standard,none,single,sometimes,yes,0.0,private,< 5,58,64,57
975,507871,male,group E,some college,standard,none,married,regularly,yes,,school_bus,5 - 10,73,69,61
977,397764,female,group C,associate's degree,free/reduced,completed,married,never,yes,3.0,private,5 - 10,38,60,60
978,937446,female,group B,some college,standard,none,divorced,sometimes,yes,,private,> 10,57,75,76
979,916183,male,,high school,free/reduced,none,single,sometimes,no,3.0,,< 5,85,80,71
980,654599,male,group D,master's degree,standard,none,married,regularly,yes,,school_bus,> 10,95,86,82
981,826288,male,group C,some college,standard,none,married,sometimes,yes,2.0,,5 - 10,67,56,56
982,598389,male,group C,bachelor's degree,standard,none,married,sometimes,yes,1.0,private,< 5,60,52,53
983,239469,female,group C,associate's degree,standard,completed,single,regularly,yes,3.0,private,5 - 10,72,86,84
984,927553,male,group B,some college,free/reduced,none,single,regularly,yes,1.0,school_bus,5 - 10,62,52,50
